0.1,0
0.2,0
0.3,0
0.4,310
0.5,241
0.6,178
0.7,150
0.8,129
0.9,100
1,95
1.1,85
1.2,80
1.3,78
1.4,81
1.5,112
1.6,115
1.7,107
1.8,118
1.9,127
2,134
2.1,139
2.2,151
2.3,149
2.4,200
2.5,192
2.6,191
2.7,193
2.8,226
2.9,269
3,318
3.1,410
3.2,544
3.3,712
3.4,881
3.5,1188
3.6,1532
3.7,1991
3.8,2615
3.9,3302
4,4019
4.1,4934
4.2,5816
4.3,6889
4.4,7977
4.5,9261
4.6,10421
4.7,11319
4.8,12445
4.9,14016
5,14993
5.1,16225
5.2,17491
5.3,18717
5.4,19649
5.5,20471
5.6,21648
5.7,22615
5.8,23332
5.9,24049
6,24928
6.1,25750
6.2,26599
6.3,26786
6.4,27256
6.5,27903
6.6,28531
6.7,28763
6.8,29246
6.9,29556
7,30029
7.1,29962
7.2,30104
7.3,29848
7.4,29780
7.5,30165
7.6,29978
7.7,30041
7.8,30238
7.9,30378
8,32398
8.1,40941
8.2,39180
8.3,31241
8.4,32385
8.5,34808
8.6,31603
8.7,29432
8.8,29075
8.9,29345
9,30198
9.1,29276
9.2,27591
9.3,27266
9.4,27130
9.5,26719
9.6,26906
9.7,27549
9.8,28056
9.9,26298
10,25700
10.1,25075
10.2,24103
10.3,23299
10.4,22824
10.5,22209
10.6,21862
10.7,21298
10.8,20328
10.9,19687
11,18936
11.1,17834
11.2,16022
11.3,12607
11.4,9930
11.5,9114
11.6,9084
11.7,8900
11.8,8758
11.9,8383
12,8021
12.1,7731
12.2,7710
12.3,7354
12.4,6919
12.5,6654
12.6,6409
12.7,5985
12.8,5527
12.9,4490
13,3773
13.1,3687
13.2,3620
13.3,3471
13.4,3220
13.5,2994
13.6,2680
13.7,2621
13.8,2470
13.9,2422
14,2369
14.1,2253
14.2,2246
14.3,2037
14.4,1981
14.5,1885
14.6,1942
14.7,1717
14.8,1699
14.9,1501
15,1532
15.1,1498
15.2,1482
15.3,1311
15.4,1208
15.5,1211
15.6,1110
15.7,1095
15.8,1031
15.9,998
16,901
16.1,889
16.2,882
16.3,795
16.4,761
16.5,771
16.6,675
16.7,657
16.8,581
16.9,588
17,563
17.1,513
17.2,522
17.3,843
17.4,2350
17.5,4653
17.6,4716
17.7,2293
17.8,638
17.9,313
18,293
18.1,302
18.2,263
18.3,248
18.4,205
18.5,206
18.6,194
18.7,174
18.8,160
18.9,156
19,131
19.1,136
19.2,123
19.3,121
19.4,117
19.5,136
19.6,238
19.7,253
19.8,205
19.9,104
20,83
20.1,72
20.2,65
20.3,48
20.4,29
20.5,38
20.6,41
20.7,44
20.8,39
20.9,22
21,27
21.1,24
21.2,23
21.3,22
21.4,31
21.5,13
21.6,14
21.7,17
21.8,13
21.9,13
22,17
22.1,10
22.2,12
22.3,12
22.4,12
22.5,10
22.6,11
22.7,13
22.8,11
22.9,13
23,7
23.1,5
23.2,11
23.3,6
23.4,9
23.5,7
23.6,5
23.7,8
23.8,6
23.9,4
24,3
24.1,4
24.2,6
24.3,1
24.4,11
24.5,4
24.6,5
24.7,1
24.8,2
24.9,5
25,2
25.1,7
25.2,2
25.3,3
25.4,4
25.5,4
25.6,2
25.7,4
25.8,4
25.9,1
26,4
26.1,3
26.2,1
26.3,0
26.4,2
26.5,1
26.6,1
26.7,1
26.8,2
26.9,1
27,2
27.1,1
27.2,2
27.3,1
27.4,0
27.5,1
27.6,2
27.7,1
27.8,1
27.9,0
28,1
28.1,0
28.2,0
28.3,0
28.4,0
28.5,1
28.6,1
28.7,0
28.8,0
28.9,0
29,0
29.1,0
29.2,0
29.3,1
29.4,0
29.5,2
29.6,1
29.7,1
29.8,0
29.9,1
30,0
