340.40335	6.1950703	0.3784073
477.24893	9.6313448	0.4062548
614.09448	9.7862034	0.48442194
750.94012	9.8878231	0.75324267
887.78564	10.039884	0.87537456
1024.6312	9.0955381	0.90474665
1161.4768	7.6420465	0.84475183
1298.3224	7.245863	0.78594983
1435.168	9.0395432	0.84579718
1572.0135	9.5692205	0.82620794
1708.8591	10.027219	0.67060435
1845.7047	12.76603	0.71865356
1982.5505	13.784517	0.56833863
2119.3958	13.408734	0.38437903
2256.2417	11.81408	0.14110014
2393.0867	10.880641	0.16203807
2529.9329	9.7969341	0.34851
2666.7783	10.575768	0.6734314
2803.6235	9.7381525	0.68076342
2940.4692	11.308576	0.8314023
3077.3149	9.6281996	0.79882032
3214.1606	12.025378	0.90512544
3351.0059	11.825204	0.92459381
3487.8516	10.27977	0.87249559
3624.6968	11.158495	0.97413105
3761.5425	11.099487	1.0084078
3898.3892	10.862064	1.0623077
4035.2349	9.8922377	1.123404
4172.0796	12.5357	1.4578261
4308.9253	13.336202	1.6655997
4445.7705	12.923666	1.8507427
4582.6152	9.1564512	1.6356511
4719.4619	10.780241	2.0989044
4856.3076	17.213612	3.3897097
4993.1533	11.858584	2.8260617
5129.999	10.508827	3.0389178
