0.40,2.32,0.28
0.5,4.645987136,0.86235839
0.6,4.355334892,0.914407887
0.7,3.670226033,0.779680804
0.8,3.730284277,0.860447165
0.9,1.988039101,0.40377265
1,2.627669073,0.610640989
1.1,2.457939252,0.587952486
1.2,2.423514333,0.594225984
1.3,5.513495107,1.940966607
1.4,2.712103868,0.691332555
1.5,6.477392853,2.04666819
1.6,7.315983892,2.412008461
1.7,6.807045882,2.250918238
1.8,5.004557097,1.37184434
1.9,5.386260605,1.470564387
2,7.749737878,2.430649135
2.1,14.73799654,6.145248167
2.2,9.606204937,3.136724036
2.3,15.79828406,6.578199009
2.4,18.1763575,6.989208731
2.5,20.3575204,8.439782102
2.6,10.12574582,3.013475977
2.7,8.770092492,2.427429771
2.8,20.53928397,7.882428142
2.9,9.006863464,2.138045202
3,15.56175838,4.403392807
3.1,15.34298412,3.797583957
3.2,13.31068641,2.672094148
3.3,14.1548384,2.557857803
3.4,15.56855509,2.647242772
3.5,16.42984662,2.468902576
3.6,14.99409675,1.898832717
3.7,15.26047557,1.709612827
3.8,20.794889,2.360234483
3.9,18.26644901,1.732762991
4,17.27552248,1.44594935
4.1,20.65049458,1.70058079
4.2,17.28962305,1.203441809
4.3,18.33720685,1.206535172
4.4,17.14441936,1.014819122
4.5,21.26929111,1.296918985
4.6,18.36441482,0.983147002
4.7,19.94691598,1.066447668
4.8,19.35737632,0.972761865
4.9,23.09998428,1.191838447
5,21.57948977,1.041451581
5.1,19.29326918,0.8477613
5.2,19.21812334,0.81178954
5.3,21.84814847,0.949399407
5.4,20.52570393,0.844534647
5.5,20.54114748,0.828329676
5.6,21.41813771,0.857101206
5.7,20.85078459,0.805794157
5.8,21.44967783,0.827397877
5.9,20.39908367,0.756394915
6,20.22768927,0.733689754
6.1,21.63995006,0.797994663
6.2,21.47405159,0.776230065
6.3,21.19467278,0.758613574
6.4,22.40247803,0.816593782
6.5,21.78051732,0.774000128
6.6,22.05423809,0.779771377
6.7,21.20304748,0.732507889
6.8,22.99814746,0.819678836
6.9,22.73605172,0.801594616
7,23.09990855,0.814248344
7.1,21.80892542,0.748379995
7.2,21.68894373,0.74051816
7.3,21.67634378,0.743045207
7.4,22.02932258,0.761963118
7.5,22.18513738,0.765056117
7.6,22.20160602,0.768285333
7.7,21.2347316,0.718349017
