2.96,6.373312965,0.608003518
3.07,6.897223871,0.622895887
3.18,6.07466038,0.523112306
3.29,6.111263504,0.499079181
3.39,5.483780043,0.412115011
3.5,6.988561771,0.496780626
3.61,6.948001753,0.478177442
3.71,7.259323025,0.469959047
3.82,6.418023576,0.389039058
3.93,7.20740535,0.406644167
4.04,7.245950141,0.39188012
4.14,7.030676241,0.353550182
4.25,7.201248967,0.347592399
4.36,7.44413269,0.347826143
4.47,7.649512567,0.343919452
4.57,7.757047734,0.339601401
4.68,8.133375882,0.341502832
4.79,7.566392221,0.308290579
4.9,7.847237901,0.315167132
5,8.473408865,0.336051272
5.11,7.49356579,0.277611677
5.22,7.782804925,0.285013548
5.32,7.897671809,0.279635675
5.43,8.004049881,0.277039941
5.54,8.213224178,0.277954559
5.65,7.808499842,0.254383427
5.75,7.667345129,0.246392243
5.86,8.11072781,0.261861288
5.97,8.38736988,0.264064633
6.08,8.027891227,0.250629983
6.18,7.828867158,0.234390056
6.29,8.171723748,0.246749062
6.4,8.361783808,0.252416386
6.5,7.847554048,0.230600161
6.61,8.262888762,0.242358463
6.72,8.762563299,0.258137573
6.83,8.071866286,0.233110779
6.93,8.180020153,0.235117898
7.04,8.434105277,0.240517613
7.15,8.322611236,0.240619472
7.26,8.422207575,0.241084546
7.36,8.057507295,0.229771981
7.47,8.067113893,0.228602352
7.58,7.628090682,0.213515679
7.68,7.508451907,0.206294252
7.79,7.496227581,0.207526106
7.9,7.772723132,0.211883166
8.01,7.595141718,0.208396586
8.11,8.361241696,0.225783208
8.22,8.824328397,0.23738358
8.33,8.919830003,0.239010231
8.44,9.685276482,0.264224021
8.54,8.797014482,0.240621065
8.65,8.632834813,0.239103032
8.76,8.399821299,0.233111108
8.87,8.438145725,0.242125005
8.97,8.304333649,0.238274774
9.08,7.545224795,0.215272587
9.19,8.292362037,0.24273155
9.29,8.302506927,0.245923559
9.4,8.160372729,0.241236331
9.51,7.697427351,0.226327784
9.62,7.427443827,0.222097193
9.72,7.426967259,0.224985365
9.83,6.961931936,0.20724102
9.94,7.132955859,0.217627975
10.05,6.90632735,0.209148882
10.15,7.145330583,0.224034247
10.26,7.066864666,0.220406105
