0.1,0
0.2,0
0.3,0
0.4,141
0.5,136
0.6,86
0.7,81
0.8,70
0.9,55
1,47
1.1,45
1.2,55
1.3,52
1.4,38
1.5,73
1.6,82
1.7,64
1.8,75
1.9,83
2,91
2.1,84
2.2,105
2.3,93
2.4,123
2.5,151
2.6,127
2.7,119
2.8,148
2.9,171
3,221
3.1,280
3.2,324
3.3,433
3.4,584
3.5,794
3.6,1058
3.7,1464
3.8,1850
3.9,2194
4,2802
4.1,3389
4.2,4096
4.3,4752
4.4,5427
4.5,6237
4.6,7179
4.7,7848
4.8,8700
4.9,9640
5,10611
5.1,11106
5.2,12169
5.3,13036
5.4,13879
5.5,14321
5.6,15210
5.7,16016
5.8,16566
5.9,17113
6,17752
6.1,18263
6.2,18445
6.3,19098
6.4,19437
6.5,20170
6.6,20138
6.7,20884
6.8,20829
6.9,21135
7,21292
7.1,21603
7.2,21646
7.3,21126
7.4,21340
7.5,21635
7.6,21973
7.7,21641
7.8,21335
7.9,21564
8,22867
8.1,29503
8.2,27508
8.3,22195
8.4,22632
8.5,24377
8.6,21878
8.7,20048
8.8,19968
8.9,20052
9,20625
9.1,19384
9.2,18521
9.3,18146
9.4,17538
9.5,17413
9.6,17404
9.7,17848
9.8,17534
9.9,16178
10,15849
10.1,15010
10.2,13981
10.3,13532
10.4,13249
10.5,12617
10.6,12145
10.7,11582
10.8,11015
10.9,10178
11,9772
11.1,9060
11.2,8062
11.3,6122
11.4,4778
11.5,4571
11.6,4565
11.7,4344
11.8,4317
11.9,4119
12,3935
12.1,3810
12.2,3552
12.3,3399
12.4,3218
12.5,3076
12.6,2959
12.7,2644
12.8,2315
12.9,2034
13,1730
13.1,1747
13.2,1607
13.3,1654
13.4,1443
13.5,1304
13.6,1258
13.7,1225
13.8,1165
13.9,1095
14,1100
14.1,1045
14.2,955
14.3,928
14.4,857
14.5,762
14.6,782
14.7,731
14.8,678
14.9,600
15,587
15.1,551
15.2,503
15.3,481
15.4,448
15.5,430
15.6,416
15.7,327
15.8,323
15.9,304
16,282
16.1,252
16.2,241
16.3,248
16.4,188
16.5,212
16.6,194
16.7,174
16.8,167
16.9,165
17,174
17.1,147
17.2,121
17.3,192
17.4,569
17.5,1010
17.6,951
17.7,478
17.8,131
17.9,87
18,78
18.1,35
18.2,44
18.3,40
18.4,50
18.5,49
18.6,30
18.7,33
18.8,36
18.9,30
19,30
19.1,25
19.2,26
19.3,15
19.4,20
19.5,20
19.6,36
19.7,40
19.8,36
19.9,22
20,14
20.1,21
20.2,17
20.3,7
20.4,7
20.5,5
20.6,4
20.7,6
20.8,4
20.9,3
21,7
21.1,4
21.2,6
21.3,4
21.4,1
21.5,6
21.6,6
21.7,3
21.8,6
21.9,2
22,4
22.1,2
22.2,1
22.3,3
22.4,2
22.5,4
22.6,3
22.7,4
22.8,2
22.9,3
23,2
23.1,2
23.2,2
23.3,1
23.4,0
23.5,2
23.6,2
23.7,0
23.8,2
23.9,0
24,2
24.1,1
24.2,4
24.3,2
24.4,1
24.5,1
24.6,0
24.7,1
24.8,0
24.9,1
25,1
25.1,1
25.2,1
25.3,0
25.4,2
25.5,0
25.6,1
25.7,1
25.8,0
25.9,0
26,1
26.1,1
26.2,0
26.3,0
26.4,1
26.5,0
26.6,0
26.7,0
26.8,1
26.9,0
27,0
27.1,0
27.2,0
27.3,0
27.4,0
27.5,0
27.6,0
27.7,0
27.8,0
27.9,1
28,0
28.1,0
28.2,0
28.3,0
28.4,0
28.5,0
28.6,0
28.7,0
28.8,0
28.9,1
29,0
29.1,0
29.2,0
29.3,0
29.4,0
29.5,0
29.6,0
29.7,0
29.8,0
29.9,0
30,0
