0.1,0
0.2,0
0.3,0
0.4,312
0.5,267
0.6,235
0.7,190
0.8,155
0.9,136
1,140
1.1,113
1.2,99
1.3,101
1.4,93
1.5,120
1.6,130
1.7,114
1.8,132
1.9,167
2,161
2.1,167
2.2,137
2.3,159
2.4,199
2.5,205
2.6,211
2.7,192
2.8,253
2.9,288
3,345
3.1,474
3.2,615
3.3,693
3.4,942
3.5,1346
3.6,1730
3.7,2211
3.8,2883
3.9,3666
4,4385
4.1,5378
4.2,6539
4.3,7438
4.4,8739
4.5,10163
4.6,11473
4.7,12564
4.8,13854
4.9,15020
5,16520
5.1,17730
5.2,18883
5.3,20186
5.4,21368
5.5,22031
5.6,23682
5.7,24568
5.8,25164
5.9,26288
6,27340
6.1,27576
6.2,28581
6.3,29089
6.4,29434
6.5,30341
6.6,31189
6.7,31056
6.8,31516
6.9,31439
7,32043
7.1,32628
7.2,32438
7.3,31691
7.4,32141
7.5,32643
7.6,32396
7.7,32265
7.8,32374
7.9,32531
8,34627
8.1,43226
8.2,41191
8.3,33571
8.4,34714
8.5,37417
8.6,33847
8.7,31441
8.8,31263
8.9,31604
9,31987
9.1,30832
9.2,29972
9.3,29511
9.4,29709
9.5,29393
9.6,29682
9.7,30334
9.8,30701
9.9,28884
10,28160
10.1,27808
10.2,26637
10.3,25767
10.4,25302
10.5,24785
10.6,24586
10.7,23872
10.8,23102
10.9,22287
11,21730
11.1,20923
11.2,18869
11.3,15107
11.4,11913
11.5,11191
11.6,10968
11.7,10666
11.8,10578
11.9,10366
12,9725
12.1,9598
12.2,9307
12.3,9087
12.4,8437
12.5,8201
12.6,7934
12.7,7516
12.8,6865
12.9,5950
13,5040
13.1,4838
13.2,4682
13.3,4584
13.4,4313
13.5,4111
13.6,3755
13.7,3527
13.8,3473
13.9,3361
14,3190
14.1,3105
14.2,3004
14.3,2927
14.4,2749
14.5,2742
14.6,2692
14.7,2500
14.8,2351
14.9,2335
15,2225
15.1,2195
15.2,2022
15.3,2044
15.4,1835
15.5,1840
15.6,1690
15.7,1723
15.8,1610
15.9,1556
16,1515
16.1,1469
16.2,1387
16.3,1319
16.4,1229
16.5,1272
16.6,1170
16.7,1073
16.8,1026
16.9,992
17,1023
17.1,888
17.2,950
17.3,1605
17.4,4773
17.5,9262
17.6,9382
17.7,4453
17.8,1190
17.9,613
18,623
18.1,553
18.2,479
18.3,456
18.4,418
18.5,410
18.6,384
18.7,383
18.8,320
18.9,317
19,285
19.1,287
19.2,271
19.3,212
19.4,219
19.5,274
19.6,513
19.7,706
19.8,536
19.9,282
20,196
20.1,187
20.2,143
20.3,131
20.4,105
20.5,69
20.6,75
20.7,78
20.8,70
20.9,60
21,67
21.1,56
21.2,51
21.3,35
21.4,37
21.5,33
21.6,37
21.7,20
21.8,22
21.9,22
22,24
22.1,12
22.2,15
22.3,10
22.4,24
22.5,16
22.6,15
22.7,8
22.8,12
22.9,13
23,16
23.1,13
23.2,9
23.3,9
23.4,14
23.5,10
23.6,9
23.7,7
23.8,10
23.9,9
24,10
24.1,9
24.2,8
24.3,10
24.4,6
24.5,10
24.6,3
24.7,6
24.8,5
24.9,3
25,6
25.1,4
25.2,4
25.3,6
25.4,4
25.5,8
25.6,4
25.7,8
25.8,8
25.9,3
26,6
26.1,3
26.2,5
26.3,1
26.4,2
26.5,3
26.6,5
26.7,1
26.8,5
26.9,2
27,5
27.1,1
27.2,8
27.3,1
27.4,2
27.5,2
27.6,2
27.7,3
27.8,4
27.9,4
28,2
28.1,1
28.2,3
28.3,3
28.4,1
28.5,2
28.6,2
28.7,0
28.8,5
28.9,3
29,3
29.1,2
29.2,1
29.3,1
29.4,3
29.5,4
29.6,0
29.7,0
29.8,1
29.9,2
30,1
