0.0665,0
0.1738,0
0.2811,0
0.3884,0
0.4957,0
0.603,0
0.7103,0
0.8176,0
0.9249,0
1.0322,0
1.1395,0
1.2468,189
1.3541,417
1.4614,368
1.5687,386
1.676,395
1.7833,394
1.8906,372
1.9979,413
2.1052,371
2.2125,441
2.3198,443
2.4271,395
2.5344,407
2.6417,394
2.749,446
2.8563,444
2.9636,473
3.0709,509
3.1782,548
3.2855,507
3.3928,586
3.5001,679
3.6074,735
3.7147,835
3.822,966
3.9293,1104
4.0366,1230
4.1439,1466
4.2512,1543
4.3585,1660
4.4658,1908
4.5731,2112
4.6804,2296
4.7877,2519
4.895,2730
5.0023,2806
5.1096,2932
5.2169,3328
5.3242,3552
5.4315,3791
5.5388,3949
5.6461,4248
5.7534,4559
5.8607,4627
5.968,4945
6.0753,5069
6.1826,5271
6.2899,5369
6.3972,5571
6.5045,5704
6.6118,5917
6.7191,5938
6.8264,6037
6.9337,6340
7.041,6355
7.1483,6393
7.2556,6277
7.3629,6592
7.4702,6496
7.5775,6602
7.6848,6596
7.7921,6532
7.8994,6807
8.0067,6739
8.114,6897
8.2213,7255
8.3286,7458
8.4359,8210
8.5432,8159
8.6505,8106
8.7578,7771
8.8651,7455
8.9724,7235
9.0797,6988
9.187,6965
9.2943,6712
9.4016,6753
9.5089,6747
9.6162,6629
9.7235,6534
9.8308,6352
9.9381,6335
10.0454,6308
10.1527,6289
10.26,6327
10.3673,6285
10.4746,6243
10.5819,5918
10.6892,5700
10.7965,5665
10.9038,5446
11.0111,5331
11.1184,5296
11.2257,5109
11.333,4979
11.4403,4811
11.5476,4637
11.6549,4363
11.7622,3959
11.8695,3602
11.9768,3133
12.0841,2721
12.1914,2537
12.2987,2371
12.406,2255
12.5133,2163
12.6206,2173
12.7279,2095
12.8352,1976
12.9425,1994
13.0498,1904
13.1571,1870
13.2644,1782
13.3717,1673
13.479,1563
13.5863,1454
13.6936,1305
13.8009,1239
13.9082,1138
14.0155,982
14.1228,922
14.2301,953
14.3374,916
14.4447,820
14.552,841
14.6593,736
14.7666,714
14.8739,757
14.9812,682
15.0885,662
15.1958,629
15.3031,643
15.4104,637
15.5177,634
15.625,574
15.7323,552
15.8396,492
15.9469,493
16.0542,490
16.1615,482
16.2688,489
16.3761,415
16.4834,413
16.5907,428
16.698,422
16.8053,395
16.9126,347
17.0199,363
17.1272,318
17.2345,319
17.3418,287
17.4491,272
17.5564,301
17.6637,274
17.771,268
17.8783,261
17.9856,248
18.0929,313
18.2002,348
18.3075,530
18.4148,697
18.5221,1048
18.6294,1194
18.7367,1304
18.844,1105
18.9513,789
19.0586,502
19.1659,275
19.2732,181
19.3805,152
19.4878,109
19.5951,92
19.7024,99
19.8097,95
19.917,84
20.0243,70
20.1316,61
20.2389,75
20.3462,64
20.4535,75
20.5608,54
20.6681,77
20.7754,94
20.8827,97
20.99,97
21.0973,75
21.2046,79
21.3119,59
21.4192,43
21.5265,39
21.6338,28
21.7411,15
21.8484,21
21.9557,12
22.063,11
22.1703,19
22.2776,10
22.3849,10
22.4922,15
22.5995,13
22.7068,13
22.8141,13
22.9214,10
23.0287,6
23.136,7
23.2433,1
23.3506,1
23.4579,6
23.5652,5
23.6725,4
23.7798,5
23.8871,3
23.9944,2
24.1017,3
24.209,3
24.3163,1
24.4236,2
24.5309,2
24.6382,2
24.7455,0
24.8528,4
24.9601,2
25.0674,1
25.1747,2
25.282,0
25.3893,0
25.4966,0
25.6039,1
25.7112,0
25.8185,2
25.9258,0
26.0331,2
26.1404,1
26.2477,0
26.355,0
26.4623,1
26.5696,1
26.6769,0
26.7842,1
26.8915,1
26.9988,0
27.1061,1
27.2134,0
27.3207,0
27.428,0
27.5353,1
27.6426,0
27.7499,0
27.8572,0
27.9645,0
28.0718,0
28.1791,0
28.2864,0
28.3937,1
28.501,0
28.6083,0
28.7156,0
28.8229,1
28.9302,0
29.0375,0
29.1448,0
29.2521,0
29.3594,0
29.4667,0
29.574,0
29.6813,0
29.7886,0
29.8959,0
30.0032,0
