,EPDL97 Energy [keV],S08 EPDL97 EA [cm^2],S09 EPDL97 EA [cm^2],S10 EPDL97 EA [cm^2],S08+S09+S10 EA [cm^2]
110,5.18838,2.0534641306210606,1.8822435669038549,1.6529145353552426,5.588622232880158
111,5.22645,2.0525419455407063,1.8814957572222566,1.6524031478944212,5.586440850657384
112,5.26453,2.051646385226451,1.8807677425028182,1.6519107711198757,5.584324898849145
113,5.3026,2.0506975753799974,1.87999793841882,1.6513841751100335,5.582079688908851
114,5.34068,2.0497608676999524,1.8792369320957814,1.650865183374702,5.579862983170435
115,5.378760000000001,2.048850784786007,1.878500119615383,1.650365202325646,5.577716106727036
116,5.41683,2.047964906204879,1.8777875009776246,1.6498861330314936,5.575638540213998
117,5.45491,2.0471080728231326,1.877096876742266,1.649426074423617,5.573631023989016
118,5.49299,2.0462778642074855,1.8764304463495476,1.6489850265020165,5.57169333705905
119,5.53106,2.045198350963816,1.8755462713730695,1.6483709813353051,5.5691156036721905
120,5.56914,2.043736409261627,1.8743277814801123,1.6474850833548487,5.565549274096588
121,5.60721,2.042288990159128,1.8731202887883547,1.6466105917861578,5.562019870733641
122,5.64529,2.040860934522884,1.8719303916185173,1.64574940769786,5.558540733839261
123,5.68337,2.039444981053048,1.8707536910901197,1.6448996300213277,5.555098302164495
124,5.721439999999999,2.0380483910494673,1.8695901872031622,1.644061258756561,5.55169983700919
125,5.75952,2.0366663236455764,1.8684420793978849,1.6432361949721874,5.548344598015649
126,5.7976,2.0352987788413763,1.8673093676742873,1.6424225375995793,5.545030684115243
127,5.83567,2.0339481770701484,1.8661898525921297,1.6416221877073645,5.541760217369642
128,5.87375,2.032614518331893,1.865085733591652,1.640833244226915,5.53853349615046
129,5.91182,2.031278439160356,1.8639794151509343,1.640042399677838,5.535300253989128
130,5.9498999999999995,2.0299084739228745,1.862842304546857,1.63922874230523,5.531979520774962
131,5.987979999999999,2.028555451718365,1.8617205900244593,1.638428392413015,5.52870443415584
132,6.026050000000001,2.027216952113546,1.8606142715837417,1.637641350001193,5.52547257369848
133,6.0641300000000005,2.0258978159749814,1.859523349224704,1.636865714001137,5.522286879200823
134,6.1022,2.0245932024361073,1.8584478229473465,1.636101484412846,5.5191425097963
135,6.14028,2.0233055319302053,1.8573876927516686,1.635352463373576,5.51604568805545
136,6.17836,2.0220372248905583,1.856340759197431,1.6346148487460717,5.512992832834061
137,6.21643,2.020783440450601,1.8553114211651132,1.6338905415989602,5.5099854032146744
138,6.25451,2.0195490194768984,1.8542952797742354,1.6331776408636143,5.507021940114748
139,6.292590000000001,2.018331541536168,1.8532967339052775,1.6324799486772892,5.504108224118735
140,6.33066,2.0171310066284103,1.8523113846777597,1.6317936629027296,5.501236054208899
141,6.36874,2.0159474147536245,1.8513436309721616,1.6311206846085633,5.498411730334349
142,6.40681,2.0146815281472588,1.850303295738644,1.630390674255569,5.495375498141472
143,6.44489,2.0128758849190582,1.8487900808535274,1.6292785491084296,5.490944514881015
144,6.48297,2.011079923423985,1.8472834642891305,1.6281740282358004,5.486537415948916
145,6.52104,2.009291223228757,1.8457834460454539,1.627075210569054,5.482149879843265
146,6.55912,2.007512204766656,1.844294425002977,1.6259839971768177,5.477790626946451
147,6.597189999999999,2.0057404476044,1.8428120022812202,1.6248984869904646,5.473450936876085
148,6.63527,2.0039783721752715,1.8413361778801833,1.6238205810786215,5.469135131134076
149,6.67335,2.00222597847927,1.8398691512401064,1.6227502794412891,5.464845409160666
150,6.71142,2.000446960017169,1.8383801301976297,1.6216609671176805,5.460488057332479
151,6.7495,1.9986703619883497,1.836893308595393,1.6205754569313273,5.45613912751507
152,6.78758,1.9969034456926575,1.835415284754116,1.6194956499508566,5.45181438039763
153,6.8256499999999996,1.995143790696811,1.8339460586737992,1.6184234472448968,5.447513296615507
154,6.863729999999999,1.993393817434091,1.8324834309142024,1.617358848813447,5.443236097161741
155,6.901800000000001,1.9916559463377803,1.8310296009155655,1.6163018546565076,5.438987401909853
156,6.9398800000000005,1.9899253365413145,1.8295867681181286,1.6152505637054508,5.434762668364894
157,6.97796,1.988204408477976,1.8281505336414117,1.614208778097532,5.430563720216919
158,7.01603,1.9864931621477646,1.8267230969256547,1.613172695695496,5.426388954768916
159,7.05411,1.9847915975506805,1.8253044579708582,1.6121442175679703,5.422240273089509
160,7.09218,1.983099714686723,1.823892417336781,1.611123343714955,5.4181154757384595
161,7.13026,1.981417513555893,1.8224913739039041,1.6101100741364502,5.4140189615962475
162,7.16834,1.97974499415819,1.821099128231987,1.6091044088324555,5.409948531222632
163,7.20641,1.9780821564936137,1.8197156803210301,1.6081063478029713,5.405904184617615
164,7.24449,1.9764290005621645,1.8183410301710332,1.6071158910479977,5.401885921781195
165,7.28257,1.9747855263638427,1.8169751777819958,1.606133038567534,5.397893742713372
166,7.32064,1.97315415433193,1.815620322594159,1.605157790361581,5.39393226728767
167,7.35872,1.9710314343438176,1.8138343771192826,1.6038365476654068,5.388702359128507
168,7.39679,1.9689062939224233,1.8120440327639267,1.6025134039006048,5.383463730586954
169,7.43487,1.9667835739343111,1.8102580872890504,1.6011921612044304,5.3782338224277915
170,7.47295,1.964665694812762,1.8084765406946544,1.5998747206455115,5.373016956152927
171,7.51102,1.9625502361244953,1.8066971935404983,1.5985629832924748,5.367810412957468
172,7.5491,1.9604420387360735,1.804924444707062,1.5972531470080662,5.362619630451202
173,7.58717,1.9583362617809337,1.8031538953138657,1.595945211792285,5.357435368887085
174,7.62525,1.956235325692357,1.8013877448011497,1.5946429797823864,5.352266050275893
175,7.66333,1.9541247078706536,1.7996149959677135,1.5933350445666055,5.347074748404973
176,7.7014,1.951992306149414,1.7978224521721173,1.5920119008018034,5.341826659123335
177,7.7394799999999995,1.9498623248614564,1.7960321078167611,1.590692559174257,5.336586991852474
178,7.77755,1.947739604873344,1.794246162341885,1.5893770196839654,5.331362786899194
179,7.8156300000000005,1.9456193053185136,1.792466815187729,1.5880633812623013,5.326149501768544
180,7.85371,1.9435062670635281,1.7906896674738129,1.58675544604652,5.320951380583861
181,7.89178,1.9413956492418247,1.7889191180806165,1.5854513129679941,5.315766080290436
182,7.92986,1.9392922927199665,1.7871507681276604,1.5841509820267232,5.31059404287435
183,7.96794,1.93719135663139,1.7853890164954243,1.5828544532227078,5.305434826349522
184,8.00601,1.935097681842659,1.783631663743668,1.5815617265559472,5.300291072142274
185,8.04409,1.9330088479204917,1.781876510432152,1.5802728020264418,5.295158160379085
186,8.08216,1.9309224344316058,1.7801279554413556,1.5789895807028194,5.290039970575781
187,8.120239999999999,1.928845702675847,1.7783859987712793,1.577710161516452,5.284941862963578
188,8.15832,1.92677139135337,1.7766462415414432,1.5764345444673398,5.2798521773621525
189,8.19639,1.9247019208974567,1.774913082632327,1.5751627295554829,5.2747777330852665
190,8.23447,1.9226397117413885,1.7731843226036905,1.5738966178495086,5.269720652194588
191,8.272540000000001,1.920582343451884,1.7714599614555342,1.5726324072121618,5.2646747121195805
192,8.31062,1.9185322364622248,1.7697421986280981,1.5713758008493255,5.259650235939648
193,8.348700000000001,1.9162957561098692,1.767859477782662,1.5699861196825582,5.25414135357509
194,8.38677,1.9138123915627732,1.7657634112339464,1.5684234412706801,5.247999244067399
195,8.424850000000001,1.911329027015677,1.7636673446852311,1.5668626639274295,5.241859035628337
196,8.46293,1.9088480829018626,1.7615734775767558,1.565301886584179,5.235723447062798
197,8.501,1.9063695592213301,1.7594796104682802,1.563743010309556,5.229592179999166
198,8.53908,1.9038910355407976,1.7573857433598048,1.5621860351035608,5.223462814004163
199,8.57715,1.9014125118602652,1.7552962751318093,1.5606309609661928,5.217339747958267
200,8.61523,1.8989364086130143,1.7532046074635736,1.5590758868288253,5.211216902905413
201,8.65331,1.8964603053657636,1.7511173386758183,1.5575208126914575,5.205098456733039
202,8.691379999999999,1.8939672590855405,1.7490124743661428,1.5559562332109518,5.198935966662635
203,8.72946,1.8914403267393725,1.7468790173333473,1.5543688409069152,5.192688184979635
204,8.76754,1.8889158148264862,1.744749959181032,1.552783349671506,5.186449123679024
205,8.80561,1.886393723346882,1.7426187015884766,1.5511978584360968,5.180210283371455
206,8.84369,1.8838716318672775,1.7404918428764011,1.549614268269315,5.173977743012994
207,8.88176,1.881351960820955,1.7383649841643258,1.548032579171161,5.1677495241564415
208,8.91984,1.8788322897746321,1.7362403248924902,1.5464527911416346,5.1615254058087565
209,8.95792,1.876317459594873,1.734117865060895,1.544874904180736,5.155310228836504
210,8.995989999999999,1.8738002089818322,1.7319954052292996,1.5432989182884647,5.149094532499596
211,9.03407,1.8712877992353547,1.729875144837944,1.5417229323961932,5.142885876469492
212,9.07214,1.8687753894888774,1.7277570838868286,1.5401488475725498,5.136681320948256
213,9.11022,1.866265400175682,1.7256412223759532,1.5385785648861614,5.130485187437796
214,9.148299999999999,1.863757831295768,1.7235275603053177,1.5370082821997728,5.124293673800858
215,9.18637,1.861252682849136,1.7214138982346823,1.5354399005820119,5.11810648166583
216,9.224450000000001,1.858749954835786,1.719304635044527,1.5338734200328787,5.111928009913192
217,9.26253,1.8562472268224357,1.7171953718543715,1.5323107416210007,5.105753340297808
218,9.300600000000001,1.8537493396756488,1.7150905075446958,1.5307480632091226,5.0995879104294675
219,9.33868,1.8512514525288624,1.7129856432350206,1.529187285865872,5.093424381629755
220,9.37675,1.8487559858153575,1.710882978365585,1.5276303106598765,5.0872692748408195
221,9.41483,1.8462653599684158,1.7087847123766295,1.5260733354538814,5.081123407798927
222,9.45291,1.8437747341214745,1.706686446387674,1.524520162385141,5.074981342894289
223,9.49098,1.8412889491410969,1.7045925792791987,1.5229688903850287,5.068850418805324
224,9.52906,1.838803164160719,1.7025009116109633,1.521417618384916,5.062721694156599
225,9.567129999999999,1.8361866757831256,1.700292673610008,1.5197769961593066,5.05625634555244
226,9.60521,1.8332289063128022,1.6977875111766534,1.5178968392866212,5.048913256776077
227,9.64329,1.8302662959759157,1.6952801493030587,1.5160166824139358,5.0415631276929105
228,9.68136,1.8273036856390292,1.6927705879892243,1.5141346244726226,5.034208898100876
229,9.71944,1.8243386548688607,1.6902610266753895,1.5122525665313098,5.02685224807556
230,9.757520000000001,1.8213736240986926,1.687749265921315,1.5103705085899966,5.019493398610004
231,9.79559,1.8184061728952423,1.6852375051672406,1.5084865495800561,5.012130227642539
232,9.83367,1.8154363012585106,1.6827235449729259,1.5066025905701153,5.004762436801552
233,9.871739999999999,1.812464009188497,1.6802073853383712,1.5047186315601746,4.997390026087043
234,9.90982,1.8094917171184832,1.6776934251440567,1.5028346725502342,4.990019814812774
235,9.947899999999999,1.8065194250484695,1.6751750660692621,1.500948812471666,4.9826433035893976
236,9.98597,1.8035422921118924,1.6726589064347075,1.4990648534617252,4.975266052008325
237,10.024,1.800567579608597,1.6701405473599131,1.497178993383157,4.9678871203516675
238,10.062100000000001,1.797588026238738,1.6676199888448786,1.4952931333045887,4.9605011483882056
239,10.100200000000001,1.7946084728688791,1.6651016297700838,1.4934053721573928,4.9531154747963555
240,10.1383,1.7916289194990203,1.6625788718148093,1.4915195120788247,4.945727303392655
241,10.1764,1.7886469456958796,1.6600583132997748,1.489631750931629,4.938337009927284
242,10.2144,1.7855512115284955,1.6574387799739405,1.487669848107957,4.930659839610393
243,10.2525,1.7823998073956309,1.6547708589628263,1.485671824980361,4.922842491338819
244,10.2906,1.7792435623962028,1.652102937951712,1.4836719007841377,4.915018401132052
245,10.328700000000001,1.7760873173967746,1.6494328175003576,1.4816700755192864,4.9071902104164185
246,10.366700000000002,1.7729286519640648,1.6467604976087635,1.479670151323063,4.899359300895892
247,10.4048,1.769767566098073,1.6440881777171694,1.4776683260582115,4.891524069873453
248,10.4429,1.7666040597987995,1.6414136583853352,1.4756665007933605,4.8836842189774945
249,10.481,1.763438133066244,1.638736939613261,1.4736646755285094,4.875839748208014
250,10.519,1.760272206333689,1.6360602208411867,1.4716609491950308,4.867993376369907
251,10.5571,1.75710143873457,1.6333813026288726,1.4696572228615519,4.860139964224994
252,10.5952,1.7539306711354514,1.6307023844165582,1.4676534965280732,4.852286552080082
253,10.633299999999998,1.7504573493761113,1.6277683311364046,1.4654539601259529,4.843679640638469
254,10.671299999999999,1.74695498241739,1.6248078845733709,1.4632354130375564,4.8349982800283176
255,10.7094,1.7434477745921055,1.6218430391298573,1.4610149648805326,4.826305778602495
256,10.7475,1.7399333054669752,1.6188737948058638,1.4587907145862535,4.817597814859092
257,10.7856,1.7364139954752815,1.6159001516013902,1.4565664642919744,4.808880611368646
258,10.8236,1.7328874241837426,1.6129243089566767,1.4543384118604403,4.80015014500086
259,10.8617,1.7291309117304354,1.6097527161306036,1.4519639771445818,4.79084760500562
260,10.899799999999999,1.7249096760870284,1.6061874235015712,1.4492891735855642,4.780386273174163
261,10.937899999999999,1.719049807111863,1.601196893597022,1.445479432055876,4.765726132764761
262,10.976,1.7129430539419572,1.5959952174294332,1.4415061986242148,4.750444469995605
263,11.014,1.7043868222909,1.588684278071689,1.4358828376238069,4.728953937986396
264,11.052100000000001,1.689924733432324,1.5762442440742759,1.426189288691731,4.6923582661983305
265,11.090200000000001,1.6665360866305798,1.5560379865894396,1.4103153656513634,4.632889438871382
266,11.1283,1.6327734627831691,1.5267942291584626,1.3872325903751785,4.546800282316811
267,11.1663,1.587879266272898,1.4878179486655068,1.3563478294513687,4.432045044389773
268,11.2044,1.5419975329836644,1.4478519200645532,1.324504929939254,4.314354382987472
269,11.2425,1.4989210818680025,1.4102172981179946,1.2943805964664794,4.203518976452476
270,11.2806,1.4646574283312657,1.3801223573141395,1.2700925436804031,4.1148723293258085
271,11.3186,1.4433915015176337,1.3614161180729798,1.2549676416793056,4.05977526126992
272,11.3567,1.4303502069954568,1.3499152450580447,1.2456429000609819,4.025908352114483
273,11.3948,1.4248606643124022,1.345063279888615,1.241711490139128,4.011635434340145
274,11.4329,1.4243862593891752,1.344638787922296,1.2413807041979275,4.010405751509399
275,11.4709,1.4252963423031209,1.3454855724146941,1.2421506369921012,4.012932551709916
276,11.509,1.4254802952325354,1.3457121147594138,1.242437698354867,4.013630108346816
277,11.5471,1.4256400438291321,1.3459166627017334,1.2427076500999845,4.01426435663085
278,11.5852,1.4250664011413525,1.345494370175654,1.2424928293450672,4.013053600662074
279,11.6232,1.4236964359038708,1.3443924506154166,1.24174951151168,4.0098383980309675
280,11.661299999999999,1.4223240502331074,1.343286132174699,1.241004292609665,4.0066144750174715
281,11.699399999999999,1.42094682369578,1.3421776142937414,1.2402571726390226,4.003381610628544
282,11.7375,1.4195671767251712,1.3410668969725439,1.2395062505311247,4.000140324228839
283,11.7756,1.4176235687999097,1.339474502238787,1.2383846200408473,3.995482691079544
284,11.813600000000001,1.415345941081764,1.3375983797140711,1.2370462677270249,3.98999058852286
285,11.851700000000001,1.4130707337969002,1.3357244566295954,1.2357079154132022,3.9845031058396976
286,11.8898,1.4107955265120362,1.3338505335451194,1.2343714641680072,3.9790175242251626
287,11.9279,1.4085203192271725,1.3319788099008834,1.2330369139914397,3.9735360431194953
288,11.9659,1.4062475323755903,1.3301092856968875,1.2317042648834997,3.9680610829559777
289,12.004,1.4039747455240084,1.3282397614928914,1.2303735168441876,3.962588023861087
290,12.0421,1.401704379105708,1.3263724367291354,1.2290427688048753,3.9571195846397185
291,12.080200000000001,1.3989281421315176,1.3240784205588203,1.2273869380302456,3.9503935007205833
292,12.1182,1.3960333039265207,1.3216832301374655,1.225655064510512,3.9433715985744984
293,12.1563,1.3931384657215238,1.3192924385965907,1.2239250920594058,3.9363559963775203
294,12.1944,1.3902436275165269,1.316899447615476,1.2221989217455551,3.9293419968775583
295,12.2325,1.3873487893115297,1.314510855514841,1.220474652500332,3.922334297326703
296,12.2705,1.3844539511065328,1.3121222634142062,1.2187522843237364,3.9153284988444756
297,12.3086,1.3815591129015357,1.3097336713135714,1.2170318172157684,3.9083246014308752
298,12.3467,1.3782116536728477,1.3069667754916572,1.2150242887450347,3.9002027179095395
299,12.384799999999998,1.3746173102494192,1.3039931322871838,1.2128627737154658,3.8914732162520687
300,12.422799999999999,1.3710157055261454,1.3010150902022302,1.2107012586858974,3.882732054414273
301,12.460899999999999,1.367409259936308,1.2980370481172767,1.2085397436563285,3.873986051709913
302,12.499,1.3637979734799068,1.295056806592083,1.2063801296953878,3.865234909767378
303,12.5371,1.3601818461569424,1.2920743656266496,1.2042224168030742,3.8564786285866663
304,12.5752,1.3557500328180216,1.2884144970672975,1.2015552175185669,3.8457197474038862
305,12.6132,1.3494230202194746,1.2831160455291488,1.1975971926359268,3.83013625838455
306,12.651299999999999,1.3400026938868255,1.275105684175086,1.191454839900187,3.8065632179620987
307,12.6894,1.3305024932558778,1.2670337384943036,1.1852687625860125,3.7828049943361943
308,12.7275,1.3187440283730392,1.2569866954780053,1.1774914908305463,3.753222214681591
309,12.7655,1.299215972655718,1.240108191076282,1.1641840104374237,3.703508174169424
310,12.803600000000001,1.279656451305734,1.2231966950709583,1.150844211877632,3.653697358254324
311,12.841700000000001,1.260459994948016,1.2065579296553943,1.1376717073570684,3.604689631960478
312,12.8798,1.24245681219821,1.1908473280211083,1.1251094458659605,3.558413586085279
313,12.9178,1.2246642071439182,1.1753016844048216,1.1126612484925082,3.512627140041248
314,12.9559,1.208836993914424,1.161399022647812,1.1014411414524783,3.471677158014714
315,12.994,1.2027544450773358,1.156113767751103,1.0972549883345275,3.456123201162966
316,13.0321,1.1969333030346787,1.151059454079594,1.0932589420793357,3.441251699193608
317,13.0701,1.1911339448915577,1.146024935370245,1.0892762033045367,3.4264350835663393
318,13.1082,1.187738076997234,1.1431216742534513,1.0870424476671199,3.4179021989178056
319,13.1463,1.1841146883744245,1.1400776489612978,1.0847630663826406,3.4089554037183625
320,13.1844,1.1795061834059342,1.1362110330193862,1.0818639367255674,3.397581153150888
321,13.2224,1.1748904171375987,1.1323378187567545,1.0789610049312393,3.3861892408255923
322,13.2605,1.170264969136136,1.128460205613643,1.076056172068283,3.3747813468180623
323,13.2986,1.1609753462007026,1.1204498442595803,1.0697712391854743,3.351196429645757
324,13.3367,1.1513153969731582,1.112113965749998,1.0632182556261753,3.3266476183493316
