1.9979,8.175344468,1.055564221
2.1052,15.09651677,2.439965573
2.2125,12.29088719,1.767309088
2.3198,15.21728891,2.220697104
2.4271,20.37642674,3.585334894
2.5344,13.81331285,2.109488878
2.6417,14.44873896,2.214995317
2.749,21.55782595,3.727818807
2.8563,17.23325453,2.666856599
2.9636,14.53503229,2.187312314
3.0709,9.668711662,1.242697604
3.1782,15.85134261,2.230012189
3.2855,16.4448632,2.157961902
3.3928,12.44623938,1.518476708
3.5001,14.79458644,1.712140686
3.6074,15.62161301,1.835838089
3.7147,14.43281405,1.557643123
3.822,14.21817398,1.409537437
3.9293,16.46314882,1.728566503
4.0366,16.04998099,1.564275892
4.1439,15.66817154,1.44157633
4.2512,15.3709989,1.351186233
4.3585,13.39641673,1.100328542
4.4658,14.39763234,1.166692937
4.5731,14.00893525,1.156512138
4.6804,16.39096279,1.340745794
4.7877,17.85513711,1.467833664
4.895,13.76852443,1.01395278
5.0023,16.42334825,1.247287454
5.1096,16.09235718,1.197561028
5.2169,17.26824887,1.290158911
5.3242,14.90927315,1.05159217
5.4315,15.13398258,1.034106594
5.5388,15.42414331,1.036740718
5.6461,15.49428165,1.021221037
5.7534,15.09246402,0.989167313
5.8607,14.5812962,0.915796971
5.968,17.31281392,1.149954081
6.0753,15.74063482,0.99889405
6.1826,16.11131138,1.023177513
6.2899,14.54446663,0.898752142
6.3972,15.47872916,0.938914677
6.5045,17.28623518,1.09001168
6.6118,15.82618175,0.97187486
6.7191,13.64783886,0.770428606
6.8264,13.77296538,0.796272069
6.9337,14.6079517,0.810345436
7.041,16.27309732,0.864860185
7.1483,15.28462204,0.726524209
7.2556,15.05299528,0.611159678
7.3629,15.46462751,0.535234597
7.4702,15.11010055,0.446287348
7.5775,16.34706972,0.425115691
7.6848,15.07270188,0.33702828
7.7921,15.71483751,0.325106351
7.8994,15.68767428,0.308623671
8.0067,15.62139596,0.302562639
8.114,15.81413748,0.312856933
8.2213,16.65917912,0.355640539
8.3286,15.61311434,0.3576268
8.4359,15.76346268,0.404701644
8.5432,15.65544264,0.450752799
8.6505,15.17461863,0.48185739
8.7578,14.89562264,0.527158733
8.8651,13.90901107,0.521931868
